,lat,lon,name,current_stock,max_stock
86,-2.309740534602078,102.46522971075024,Lampung storage #2,490,730
87,-1.6026303153444594,120.39396879495781,Lampung storage #3,50,450
88,-0.013151776991101372,100.29292897714191,Lampung storage #4,730,930
89,0.6129921790478079,109.22566784504772,Lampung storage #5,720,750
90,-3.345021422303926,120.00166748930752,Maluku storage #1,110,860
91,1.0542730477225568,118.29357209340102,Maluku storage #2,60,760
92,-9.053308321661525,117.00486284473934,Maluku storage #3,840,900
93,-6.421283342431814,106.52557283866437,Maluku storage #4,0,910
94,-1.651927418633374,120.84953638993491,Maluku storage #5,310,570
95,-1.8737217844379668,111.38624979234939,MalukuUtara storage #1,450,790
96,-4.415326433371844,122.6910199905847,MalukuUtara storage #2,170,600
97,-3.074206385409683,113.60467908718577,MalukuUtara storage #3,460,830
98,-3.712163587121303,104.53055056489966,MalukuUtara storage #4,530,880
99,-4.276233970362759,140.45479785019214,MalukuUtara storage #5,490,950
100,-2.943132728862338,103.60233995657988,NusaTenggaraBarat storage #1,550,990
101,-4.1281862744840625,134.65125777382443,NusaTenggaraBarat storage #2,850,860
102,-0.39156004988080717,117.37883350226258,NusaTenggaraBarat storage #3,30,600
103,-4.4257676038537115,104.78582986096045,NusaTenggaraBarat storage #4,1070,1110
104,0.9348190659981253,115.7062086316501,NusaTenggaraBarat storage #5,370,1100
105,-7.657463247931524,131.5479718889646,NusaTenggaraTimur storage #1,330,1050
106,-3.806824632638855,126.72297535554293,NusaTenggaraTimur storage #2,440,780
107,-5.163680417275651,122.3640722907411,NusaTenggaraTimur storage #3,300,690
108,-7.445734988467062,107.81136434290639,NusaTenggaraTimur storage #4,40,820
109,-7.039610989924894,111.0890355717893,NusaTenggaraTimur storage #5,400,760
110,2.213700971392095,101.06050513243852,Papua storage #1,170,740
111,-9.560190215800318,124.50068957493856,Papua storage #2,200,410
112,-3.8989765777894876,136.64090847905607,Papua storage #3,80,830
113,-0.3767333078016666,100.56176715086656,Papua storage #4,580,900
114,-6.757962666372802,105.57412125152362,Papua storage #5,640,820
115,0.3506049380830216,109.85156773101335,PapuaBarat storage #1,170,560
116,-1.8964733741532296,102.10003056808917,PapuaBarat storage #2,210,1080
117,0.7466218419242399,124.37242916773666,PapuaBarat storage #3,250,900
118,1.260526553413854,114.68051612985221,PapuaBarat storage #4,570,990
119,-2.602304498583555,103.05660018138657,PapuaBarat storage #5,520,800
120,-0.02829524685162177,109.46457970651997,Riau storage #1,900,960
121,-5.333159077002341,120.35718474296466,Riau storage #2,480,1050
122,-7.934277418958626,137.9382937693825,Riau storage #3,630,1020
123,0.3016573374689937,113.68871354816343,Riau storage #4,130,510
124,-3.277210860535355,102.27885304140894,Riau storage #5,130,600
125,2.5528921907917077,108.98918460326648,SulawesiBarat storage #1,870,950
126,-1.7840775219840328,120.0798842546223,SulawesiBarat storage #2,710,760
127,0.1432243042896335,102.00057922837908,SulawesiBarat storage #3,310,450
128,0.3303865842517446,111.7008348706652,SulawesiBarat storage #4,570,600
129,-3.0186628648162017,105.16794283375911,SulawesiBarat storage #5,450,690
130,-7.254067364171396,109.38742220698255,SulawesiSelatan storage #1,110,660
131,0.3041563082281602,109.61183176051938,SulawesiSelatan storage #2,360,600
132,2.116848543750544,98.92336542925884,SulawesiSelatan storage #3,370,420
133,-3.9210504648400315,137.7319659326264,SulawesiSelatan storage #4,170,420
134,4.868392155104372,96.29309329279413,SulawesiSelatan storage #5,30,870
135,0.21928235069534274,110.38436086123762,SulawesiTengah storage #1,350,540
136,-3.1262589771395897,119.95105876358502,SulawesiTengah storage #2,520,940
137,-0.803087439029806,112.70107399977894,SulawesiTengah storage #3,930,1020
138,1.117046575194406,117.6125040671805,SulawesiTengah storage #4,0,1080
139,-4.100905106190671,136.49292193615264,SulawesiTengah storage #5,20,910
140,-6.467385701764756,140.5210661892998,SulawesiTenggara storage #1,690,770
141,2.042122413251489,99.96528111783994,SulawesiTenggara storage #2,610,680
142,0.9976005843966789,118.75362086456062,SulawesiTenggara storage #3,570,690
143,-3.307501603759748,112.3545949274748,SulawesiTenggara storage #4,790,830
144,-3.136155094858097,134.39161879847686,SulawesiTenggara storage #5,90,480
145,-3.4078514041419616,139.04522176283672,SulawesiUtara storage #1,420,520
146,0.02926631354096898,112.69413197427674,SulawesiUtara storage #2,290,660
147,0.6365537757038737,111.37440319592793,SulawesiUtara storage #3,300,690
148,-8.756465961699291,117.05874267314232,SulawesiUtara storage #4,680,800
149,-7.266679743136471,111.07379717975306,SulawesiUtara storage #5,660,800
150,-3.611310377287986,138.53904738195757,SumateraBarat storage #1,40,810
151,-2.5866400337664626,139.3461519058171,SumateraBarat storage #2,10,420
152,-1.3028476484350016,113.7219358574633,SumateraBarat storage #3,100,580
153,-5.132581271776657,121.94192422300945,SumateraBarat storage #4,530,810
154,0.18396884346167575,110.65622563551443,SumateraBarat storage #5,120,660
155,-1.6601767489491817,101.13888614330222,SumateraSelatan storage #1,390,870
156,-10.564024847164296,121.84678567587966,SumateraSelatan storage #2,110,580
157,-3.268894581747194,126.18776564811678,SumateraSelatan storage #3,400,770
158,0.258210880282979,114.30051873581579,SumateraSelatan storage #4,0,710
159,-3.8833620326042464,136.20218567449433,SumateraSelatan storage #5,430,870
160,-6.553947765496469,139.8981632438718,SumateraUtara storage #1,400,450
161,-5.325874267044393,104.50890355950253,SumateraUtara storage #2,20,420
162,1.8745709494718685,98.71534518477075,SumateraUtara storage #3,80,1020
163,0.5532013379031291,101.31240262097249,SumateraUtara storage #4,110,750
164,-0.8411500097422415,135.8849094885149,SumateraUtara storage #5,410,860
165,-2.7032431484423114,105.53764115059838,Yogyakarta storage #1,160,430
166,-7.332772782443545,111.49568088543077,Yogyakarta storage #2,580,840
167,-8.526533557053888,121.65664021485011,Yogyakarta storage #3,30,390
168,-3.6109903353953055,138.65951446937316,Yogyakarta storage #4,140,460
169,3.5567120326879653,99.12756677823685,Yogyakarta storage #5,370,840
